"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"FA10","4108","","","INFO","INFO-I","554","14005","IND ST HUM COMPUTER INTERACTN","Siegel,Martin A","9","11",""," 3.922"," 3.781","100.0","88.9","11.1","0.0","0.0","2","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","571","17746","CHEMICAL INFORMATION TECH","Wild,David John","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","571","17747","CHEMICAL INFORMATION TECH","Wild,David John","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","572","27899","COMP CHEM & MOLECULAR MODELING","Gilbert,Kevin E.","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","585","30256","BIOINSPIRED COMPUTING","Rocha,Luis M.","5","6","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","590","18872","TOPICS IN INFORMATICS","Bardzell,Jeffrey S","13","17",""," 3.646"," 3.820","94.1","92.3","0.0","0.0","0.0","5","2","8","2","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","590","22930","TOPICS IN INFORMATICS","Kapadia,Apu Chandrasen","7","11",""," 3.957"," 3.618","100.0","100.0","0.0","0.0","0.0","4","3","3","1","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","590","27915","TOPICS IN INFORMATICS","Hahn,Matthew William","13","14",""," 3.562"," 3.771","35.7","76.9","15.4","0.0","0.0","2","0","9","1","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","590","27916","TOPICS IN INFORMATICS","Hill,Mark Everett","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","590","27917","TOPICS IN INFORMATICS","Campbell,Kerri","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","590","27918","TOPICS IN INFORMATICS","Campbell,Kerri","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","590","30880","TOPICS IN INFORMATICS","Radivojac,Predrag","21","29",""," 3.795"," 3.809","88.0","81.0","19.0","0.0","0.0","8","0","12","5","4","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","1","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","591","32318","GRADUATE INTERNSHIP","Siegel,Martin A","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","601","22530","INTRODUCTN TO COMPLEX SYSTEMS","Rocha,Luis M.","13","17",""," 3.031"," 3.691","71.4","53.8","15.4","23.1","0.0","5","1","4","2","1","1","0","1","0","2","0","0","0","1","0","3","1","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","604","18873","HUMAN COMPTR INTERCT DSGN THRY","Stolterman,Erik Agnar","29","34",""," 3.990"," 3.835","93.9","100.0","0.0","0.0","0.0","5","11","17","1","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","609","27914","ADVANCED SEMINAR I INFORMATICS","Hahn,Matthew William","8","10",""," 3.925"," 3.824","100.0","100.0","0.0","0.0","0.0","2","0","6","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","609","31344","ADVANCED SEMINAR I INFORMATICS","Paolillo,John C.","9","9",""," 3.500"," 3.782","100.0","66.7","33.3","0.0","0.0","0","0","1","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","617","20359","INFORMATICS IN LIFE SCI & CHEM","Ye,Yuzhen","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","692","14006","THESIS/PROJECT BIOINFORMATICS","Dalkilic,Mehmet M.","0","8","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","693","16772","THESIS/PROJ IN CHEM INFRMATICS","Wild,David John","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","694","14007","THESIS/PROJ HUM COMP INTERACTN","Stolterman,Erik Agnar","29","35",""," 3.769"," 3.805","100.0","86.2","13.8","0.0","0.0","6","5","8","12","3","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","699","19861","INDEPENDENT STUDY-INFORMATICS","Siegel,Martin A","4","8","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","709","30253","ADVANCED SEMINAR II INFORMATCS","Shankar,Kalpana","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","790","19862","INFORMATICS RESEARCH ROTATION","Siegel,Martin A","8","15",""," 4.000"," 3.810","100.0","100.0","0.0","0.0","0.0","7","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-I","798","18624","PROFESSIONAL PRACT/INTERNSHIP","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","798","21214","PROFESSIONAL PRACT/INTERNSHIP","Siegel,Martin A","0","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","890","19860","THESIS READINGS AND RESEARCH","Siegel,Martin A","0","18","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-I","890","21216","THESIS READINGS AND RESEARCH","Siegel,Martin A","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-OS","100","35444","UNDISTRIBUTED OVERSEAS STUDY","","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-21-2011"
"FA10","4108","","","INFO","INFO-Y","100","20820","EXPLORE INFORMATICS&COMPTR SCI","Groth,Dennis Patrick","31","31",""," 3.935"," 2.873","0.0","96.8","0.0","3.2","0.0","0","0","30","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-Y","100","20821","EXPLORE INFORMATICS&COMPTR SCI","Groth,Dennis Patrick","29","31",""," 3.793"," 2.766","0.0","89.7","0.0","10.3","0.0","2","1","25","0","0","0","0","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-Y","100","20822","EXPLORE INFORMATICS&COMPTR SCI","Groth,Dennis Patrick","35","41",""," 3.763"," 2.695","2.6","94.3","0.0","0.0","0.0","8","0","32","1","0","0","0","0","0","0","0","0","0","2","3","3","0","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-Y","100","20823","EXPLORE INFORMATICS&COMPTR SCI","Groth,Dennis Patrick","31","35",""," 3.784"," 2.960","2.9","90.3","3.2","3.2","0.0","5","1","27","0","1","0","0","0","1","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-Y","395","19229","CAREER DEVELPT FOR INFO MAJORS","Campbell,Kerri","40","44",""," 3.543"," 2.978","81.8","80.0","10.0","2.5","0.0","7","16","14","2","2","1","1","0","1","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","01-21-2011"
"FA10","4108","","","INFO","INFO-Y","395","20356","CAREER DEVELPT FOR INFO MAJORS","Campbell,Kerri","41","42",""," 3.768"," 3.046","90.2","85.4","12.2","0.0","2.4","1","19","10","6","2","2","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","01-21-2011"
"S210","4105SS2","","","INFO","INFO-G","599","10543","THESIS RESEARCH","Siegel,Martin A","1","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","391","10545","INTERN INFO PROFESSIONAL PRACT","Hottell,Matthew","0","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","391","8796","INTERN INFO PROFESSIONAL PRACT","Hottell,Matthew","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","491","10549","CAPSTONE PROJECT INTERNSHIP","Hottell,Matthew","0","11","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","491","8797","CAPSTONE PROJECT INTERNSHIP","Hottell,Matthew","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","553","10692","IND STUDY IN CHEM INFORMATICS","Siegel,Martin A","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","554","10693","IND ST HUM COMPUTER INTERACTN","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","554","7620","IND ST HUM COMPUTER INTERACTN","Siegel,Martin A","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","698","9776","RESEARCH IN INFORMATICS","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","699","10695","INDEPENDENT STUDY-INFORMATICS","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","699","9778","INDEPENDENT STUDY-INFORMATICS","Siegel,Martin A","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","790","10412","INFORMATICS RESEARCH ROTATION","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","798","9779","PROFESSIONAL PRACT/INTERNSHIP","Siegel,Martin A","0","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","890","10555","THESIS READINGS AND RESEARCH","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-I","890","9780","THESIS READINGS AND RESEARCH","Siegel,Martin A","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-10-2010"
"S210","4105SS2","","","INFO","INFO-T","100","8906","TOPICS: INFORMATICS TECHNOLOGY","Wiltse,Heather Rachelle","14","14",""," 3.857"," 3.113","0.0","85.7","14.3","0.0","0.0","0","4","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-10-2010"
"S110","4105SS1","","","INFO","INFO-I","101","7609","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","7","8",""," 3.729"," 2.981","14.3","85.7","14.3","0.0","0.0","1","1","3","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","201","8792","MATH FOUNDATNS OF INFORMATICS","Haghverdi,Esfandiar","20","21",""," 3.005"," 2.717","81.0","35.0","35.0","30.0","0.0","1","1","4","2","1","3","3","2","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","300","10176","HUMAN-COMPUTER INTERACTION","Onesti,Nina Soo","41","42",""," 3.651"," 2.886","80.5","80.5","12.2","7.3","0.0","1","2","15","16","4","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","308","9521","INFORMATION REPRESENTATION","Hottell,Matthew","41","43",""," 3.673"," 2.916","92.9","78.0","17.1","4.9","0.0","2","1","20","11","3","4","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","391","8794","INTERN INFO PROFESSIONAL PRACT","Hottell,Matthew","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","400","14250","TOPICS IN INFORMATICS","Blevis,Eli B.","5","7","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","491","10548","CAPSTONE PROJECT INTERNSHIP","Hottell,Matthew","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","554","7619","IND ST HUM COMPUTER INTERACTN","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","590","10898","TOPICS IN INFORMATICS","Blevis,Eli B.","6","6",""," 4.000"," 3.894","66.7","100.0","0.0","0.0","0.0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","698","10686","RESEARCH IN INFORMATICS","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","699","9771","INDEPENDENT STUDY-INFORMATICS","Siegel,Martin A","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","790","10688","INFORMATICS RESEARCH ROTATION","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","798","9772","PROFESSIONAL PRACT/INTERNSHIP","Siegel,Martin A","0","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"S110","4105SS1","","","INFO","INFO-I","890","9773","THESIS READINGS AND RESEARCH","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","07-16-2010"
"SP10","4102","","","INFO","INFO-G","599","10857","THESIS RESEARCH","Siegel,Martin A","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-G","901","14004","ADVANCED RESEARCH","Siegel,Martin A","0","11","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","201","27197","MATH FOUNDATIONS INFO, HONORS","Haghverdi,Esfandiar","4","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","202","13707","SOCIAL INFORMATICS, HONORS","Shankar,Kalpana","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","400","13773","TOPICS IN INFORMATICS, HONORS","Yaeger,Larry","2","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","400","29249","TOPICS IN INFORMATICS, HONORS","Kapadia,Apu Chandrasen","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","400","29262","TOPICS IN INFORMATICS, HONORS","Blevis,Eli B.","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","400","29265","TOPICS IN INFORMATICS, HONORS","Connelly,Katherine Hane","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","495","14941","DESIGN & DEVLPT INFO SYSTEM","Groth,Dennis Patrick","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-H","498","13770","HONORS SEMINAR","Springer,George","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","101","14944","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","92","99",""," 3.407"," 2.909","0.0","56.5","35.9","5.4","0.0","9","2","27","23","14","12","7","4","1","0","0","0","0","2","3","4","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","101","27199","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","37","48",""," 3.265"," 2.754","0.0","45.9","43.2","8.1","0.0","12","0","8","9","7","5","4","2","1","0","0","0","0","1","6","5","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","101","8163","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","53","61",""," 3.291"," 2.777","1.8","56.6","26.4","15.1","0.0","9","0","15","15","4","6","4","4","3","1","0","0","0","1","4","4","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","130","12656","INTRODUCTION TO CYBERSECURITY","Duncan,J","44","68",""," 3.505"," 2.923","22.6","68.2","22.7","6.8","0.0","25","8","12","10","3","6","1","2","1","0","0","0","0","1","3","15","5","0","1","0","0","0","0","0","06-11-2010"
